subject,trials,scenario,condition,Wave,Fp1,Fpz,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,CP5,CP1,CP2,CP6,P7,P3,Pz,P4,P8,POz,O1,Oz,O2
s10,6,easy,feedback,gamma,0.5208640694618225,0.4424308836460113,0.4248578548431396,0.4368888735771179,0.387319266796112,0.3384763598442077,0.3636549413204193,0.5168024301528931,0.4822779595851898,0.3527229726314544,0.3561911582946777,0.454123318195343,0.3298326134681701,0.436656653881073,0.3365963101387024,0.4162494540214538,0.3976429998874664,0.6191007494926453,0.3284251987934112,0.32991623878479,0.7139444947242737,0.295748233795166,0.3203224241733551,0.3048382401466369,0.3293114900588989,0.3071226477622986,0.2795561850070953,0.3035241961479187,0.3028109669685364,0.306648313999176
s03,4,easy,feedback,theta,0.9321228861808776,0.9510758519172668,0.8620576858520508,0.7045199275016785,1.1528816223144531,1.3707443475723269,1.0103418827056885,0.5945666432380676,0.8151659369468689,1.2415173053741455,1.1047325134277344,0.7140524983406067,0.6035265326499939,0.996537983417511,1.128919243812561,0.8339614868164062,0.5422683954238892,0.7916443943977356,1.0424586534500122,0.9578269124031068,0.6839112639427185,0.5768305063247681,0.8558826446533203,0.9201879501342772,0.7823278903961182,0.534405529499054,0.6612870693206787,0.4730136394500732,0.5585702061653137,0.4641095101833343
s04,5,easy,feedback,theta,0.9615028500556946,0.9770962595939636,0.9404800534248352,0.8914651870727539,1.062058687210083,1.19348406791687,1.081334948539734,0.9365834593772888,0.8948107361793518,1.0481340885162354,1.0889337062835691,0.9113323092460632,0.8728821277618408,0.8805909156799316,1.1128031015396118,0.8945711255073547,0.75068598985672,0.7427964210510254,0.9580137133598328,0.9688206315040588,0.7892594337463379,0.6770380139350891,0.923980951309204,1.102507710456848,0.962652862071991,0.7740857005119324,0.866398274898529,0.6075114607810974,0.6157097220420837,0.6442264914512634
s05,3,easy,feedback,theta,0.9086551666259766,0.9263603091239928,0.9201068878173828,0.7116045951843262,1.2168641090393066,1.3676446676254272,1.2107998132705688,0.8259727358818054,0.8864184021949768,1.1765271425247192,1.2370078563690186,0.9401504397392272,0.6221193075180054,0.9811714291572572,1.16635262966156,1.0618106126785278,0.7557421326637268,0.651005744934082,0.9757451415061952,0.94925457239151,0.7862498760223389,0.4782624542713165,0.799518346786499,0.8611769080162048,0.7734823822975159,0.6502907872200012,0.6907612681388855,0.5399932265281677,0.4864193201065063,0.4999476373195648
s06,5,easy,feedback,theta,1.116222262382507,1.0885549783706665,1.2012274265289309,1.0438750982284546,1.05278742313385,1.1238675117492676,1.0909003019332886,1.1335309743881226,0.8618246912956238,0.994871199131012,0.9988626837730408,0.9138662815093994,0.6667001843452454,0.818793773651123,0.9317355155944824,0.8332307934761047,0.6520757079124451,0.6239073872566223,0.8007878661155701,0.780493974685669,0.6443114280700684,0.5136783719062805,0.6320182681083679,0.679128110408783,0.6753935813903809,0.4189976155757904,0.6770665645599365,0.4010323584079742,0.6771335005760193,0.4226245582103729
s08,4,easy,feedback,theta,1.0590031147003174,0.9634203314781188,0.9741840362548828,1.1216310262680054,1.3101366758346558,1.4649235010147097,1.2158656120300293,0.950230836868286,1.1211518049240112,1.5142585039138794,1.4027076959609983,1.0505812168121338,0.9070029854774476,1.258036494255066,1.4157651662826538,1.114529728889465,0.8085121512413025,0.9332876801490784,1.1686396598815918,1.1218167543411257,0.7690795063972473,0.6839094161987305,0.9368762969970704,1.0328515768051147,0.8214929699897766,0.598608136177063,0.7240352034568787,0.7232790589332581,0.7195367813110352,0.7202367782592773
s08,7,easy,feedback,theta,0.7740449905395508,0.7953307032585144,0.7943488955497742,0.965433657169342,1.2822672128677368,1.430794596672058,1.1347564458847046,1.0110090970993042,1.1050536632537842,1.500489354133606,1.3485482931137085,1.0079222917556765,0.7622650265693665,1.3034569025039673,1.4172698259353638,1.054612398147583,0.6962600350379944,0.8957725167274475,1.2643150091171265,1.140011191368103,0.6698586344718933,0.5736573338508606,1.004775047302246,1.0954290628433228,0.7644625306129456,0.4690630137920379,0.6313596367835999,0.6221205592155457,0.6199432015419006,0.6203345656394958
s09,8,easy,feedback,theta,1.229509711265564,1.2770328521728516,1.3254525661468506,0.9872567057609558,1.2850581407546997,1.4929763078689575,1.4108880758285522,1.2247731685638428,0.9752838611602784,1.2697160243988037,1.364866852760315,1.04794442653656,0.7376999855041504,1.0064297914505005,1.226274490356445,1.065916895866394,0.7691583037376404,0.6861184239387512,1.0063084363937378,0.9746897220611572,0.7295030951499939,0.4662777185440063,0.6978878974914551,0.8501036167144775,0.6885979175567627,0.4998203217983246,0.6313591599464417,0.4413953721523285,0.435940146446228,0.4875571429729461
s10,6,easy,feedback,theta,1.0699912309646606,1.1059681177139282,1.0463134050369265,0.7960537075996399,1.1580730676651,1.2490358352661133,1.1760929822921753,1.0675488710403442,0.946438729763031,1.2570172548294067,1.2570250034332275,1.0164963006973269,0.6676889061927795,1.0380511283874512,1.2394698858261108,1.0066237449645996,0.7000646591186523,0.8078721165657043,1.0518690347671509,1.0091317892074585,0.7646257281303406,0.5503142476081848,0.8477763533592224,0.9429885745048524,0.7775549292564392,0.5202359557151794,0.8068335652351379,0.5988394618034363,0.5972612500190735,0.5991337299346924
s03,3,easy,silence,alpha,0.5258685946464539,0.5380248427391052,0.5155400037765503,0.4751464128494262,0.6219142079353333,0.7213723063468933,0.6143118739128113,0.4673281013965606,0.536620020866394,0.6980340480804443,0.6516757011413574,0.4751666188240051,0.4036287665367126,0.6185711026191711,0.685544490814209,0.524873673915863,0.4660529196262359,0.566929817199707,0.7118571996688843,0.6380505561828613,0.4887845814228058,0.4366950988769531,0.6100096702575684,0.6814780831336975,0.6110637187957764,0.4512463808059692,0.5718427300453186,0.4623867571353912,0.438161551952362,0.4454961717128753
s04,4,easy,silence,alpha,1.1205946207046509,1.1354866027832031,1.152618646621704,0.9009383916854858,1.0145297050476074,1.1005243062973022,1.016753315925598,0.9568377733230592,0.8351502418518066,1.0016963481903076,1.0191842317581177,0.8503925204277039,0.779662549495697,0.8765818476676941,1.0912805795669556,0.8657159805297852,0.7533668875694275,0.8388760685920715,1.104363203048706,1.0623383522033691,0.7159286141395569,0.8213770985603333,1.312024474143982,1.5053839683532717,0.9915111660957336,0.6783433556556702,1.120421051979065,0.7977383136749268,0.6816368103027344,0.7374477982521057
s06,4,easy,silence,alpha,0.7416867017745972,0.6423976421356201,0.7277988791465759,0.7034662365913391,0.7039902210235596,0.7183129787445068,0.6853750944137573,0.632371187210083,0.6253418922424316,0.6626972556114197,0.6529054641723633,0.579675018787384,0.4818550944328308,0.5679329633712769,0.6428335905075073,0.5490192174911499,0.4332916736602783,0.4487582445144653,0.5515345931053162,0.5486456751823425,0.4368175566196441,0.4739183187484741,0.4846364855766296,0.4609940648078918,0.4886387288570404,0.3522348403930664,0.4586324989795685,0.7018292546272278,0.4573020339012146,0.4100832939147949
s08,3,easy,silence,alpha,0.775458812713623,0.6989638209342957,0.7585852742195129,0.8586158752441406,0.9862662553787231,1.0262819528579712,1.0592904090881348,0.6506391167640686,0.9531169533729552,1.031781554222107,1.0120975971221924,0.9391754865646362,0.8296155333518982,0.9358667135238647,0.9909355044364928,0.9115369319915771,1.007122039794922,0.8041750192642212,0.909905195236206,0.9121689796447754,0.7353924512863159,0.6494272351264954,0.7909682393074036,0.8698378205299377,0.8043296337127686,0.6384789943695068,0.8073004484176636,0.8154468536376953,0.8132009506225586,0.8147187829017639
s08,5,easy,silence,alpha,0.8476191163063049,0.7239819169044495,0.7569278478622437,0.965699315071106,1.085707187652588,1.145838499069214,1.0753605365753174,0.6526598334312439,1.060957908630371,1.095392107963562,1.0592070817947388,1.0291533470153809,1.0819149017333984,0.989493727684021,1.024672508239746,0.9596711993217468,0.6971707344055176,0.9194227457046508,0.9218710660934448,0.9022175073623656,0.8447536826133728,0.7025487422943115,0.8064699172973633,0.8811745047569275,0.7819114327430725,0.6499263048171997,0.9239700436592102,0.9489881992340088,0.93675434589386,0.934502124786377
s08,6,easy,silence,alpha,0.8646799325942993,0.795838475227356,0.823671817779541,0.8939557671546936,1.142086148262024,1.2988038063049316,1.2672715187072754,0.9687603712081908,0.99684476852417,1.2424159049987793,1.2465384006500244,1.2234973907470703,0.7591010332107544,1.0691683292388916,1.2039190530776978,1.0792856216430664,1.162988543510437,0.7087513208389282,1.0760797262191772,1.0271806716918943,0.8259197473526001,0.6205997467041016,0.8699520826339722,1.0053248405456543,0.7774696350097656,0.5892062187194824,0.8232390284538269,0.8372805714607239,0.8270708918571472,0.8283190727233887
s03,3,easy,silence,beta,0.4403224289417267,0.4559371769428253,0.4543287754058838,0.41126549243927,0.4889246225357055,0.494899034500122,0.5217666029930115,0.4623191654682159,0.4540151357650757,0.4242587983608246,0.4198806285858154,0.4409371018409729,0.2837220728397369,0.4327340722084045,0.394765168428421,0.3600071966648102,0.5280538201332092,0.3950309455394745,0.3965950012207031,0.368204265832901,0.3520408868789673,0.287206619977951,0.3607859313488006,0.360512226819992,0.3559571802616119,0.5347810387611389,0.3273878693580627,0.3169542849063873,0.3001818060874939,0.3034029304981231
s04,4,easy,silence,beta,0.5519963502883911,0.5819019079208374,0.584723174571991,0.4918884932994842,0.5260993242263794,0.5142061710357666,0.5198992490768433,0.5229588150978088,0.4376848936080932,0.4553816318511963,0.4593922197818756,0.4627540111541748,0.6029021143913269,0.4051949679851532,0.4523494839668274,0.4028236269950866,0.5934840440750122,0.4395429193973541,0.4153461754322052,0.4080923795700073,0.3697786331176758,0.3427238762378692,0.4428148567676544,0.4562005400657654,0.434512048959732,0.4190466701984405,0.4058844745159149,0.405973732471466,0.4115322828292846,0.4895763695240021
